@relation pan_features_trainset_dec31_withoutid

@attribute TSDiff numeric
@attribute dsr numeric
@attribute ddsr numeric
@attribute rep numeric
@attribute insertedTokens numeric
@attribute deletedTokens numeric
@attribute deleterTokens numeric
@attribute insPageCount numeric
@attribute delPageCount numeric
@attribute insRevisionCount numeric
@attribute delRevisionCount numeric
@attribute userType {0,1,2,3,4,5}
@attribute userPageStatus {-1,1,0}
@attribute comment_feature1 {0,1}
@attribute comment_feature2 {0,1}
@attribute comment_feature3 {0,1}
@attribute comment_feature4 {0,1}
@attribute comment_feature5 {0,1}
@attribute RevOrdinal numeric
@attribute CommentLength numeric
@attribute InsertSize numeric
@attribute DeleteSize numeric
@attribute SizeRatio numeric
@attribute KLDNew2OLD numeric
@attribute HasBecomeBlank {0,1}
@attribute HasInsInternalLink {0,1}
@attribute HasInsExternalLink {0,1}
@attribute Reverted {0,1}
@attribute KLDINSOld numeric
@attribute LongestInsertedWord numeric
@attribute LongestInsertedCharacterSequence numeric
@attribute InsCompressibiity numeric
@attribute InsUpperToLowerRatio numeric
@attribute InsUpperToAllRatio numeric
@attribute InsDigitRatio numeric
@attribute InsNonAlphabeticRatio numeric
@attribute InsCharacterDiversity numeric
@attribute InsAvgTermFrequency numeric
@attribute InsVulgarRatio numeric
@attribute InsBiasRatio numeric
@attribute InsSexRatio numeric
@attribute InsBadRatio numeric
@attribute InsPronounRatio numeric
@attribute InsGoodRatio numeric
@attribute InsAllSpecialRatio numeric
@attribute KLDDELOLD numeric
@attribute DelVulgarRatio numeric
@attribute DelBiasRatio numeric
@attribute DelSexRatio numeric
@attribute DelBadRatio numeric
@attribute DelPronounRatio numeric
@attribute DelGoodRatio numeric
@attribute DelAllSpecialRatio numeric
@attribute LongestCommentCharacterSequence numeric
@attribute CommentUpperToLowerRatio numeric
@attribute CommentUpperToAllRatio numeric
@attribute CommentDigitRatio numeric
@attribute CommentNonAlphabeticRatio numeric
@attribute CommentCharacterDiversity numeric
@attribute CommentVulgarRatio numeric
@attribute CommentBiasRatio numeric
@attribute CommentSexRatio numeric
@attribute CommentBadRatio numeric
@attribute CommentPronounRatio numeric
@attribute CommentGoodRatio numeric
@attribute CommentAllSpecialRatio numeric
@attribute label {0,1}

@data
25225,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,3,0,1.010137,-0.085459,0,0,0,0,658.487012,6,1,0.941176,0.1875,0.333333,0.055556,0.087367,0.076923,3.25,0,0,0,0,0,0,0,659.585624,0,0,0,0,0,0,0,0,0.25,0.333333,0.111111,0.111111,0.111111,0,0,0,0,0,0,0,1
5350,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,4,3,7,0.984227,23.102494,0,0,0,0,1079.982145,9,1,1,0.095238,0.227273,0.045455,0.054945,0.076923,3.25,0,0,0,0,0,0,0,1061.961401,0,0,0,0,0,0,0,0,0.058824,0.171429,0.028571,0.028571,0.0625,0,0,0,0,0,0,0,0
315,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1,0,89,0.91177,220.502931,0,0,0,0,2292.388524,0,1,0,1,1,1,0.095087,1,1,0,0,0,0,0,0,0,1876.714202,0,0.011111,0,0,0,0.011111,0.022222,0,0.285714,0.375,0.125,0.125,0.166667,0,0,0,0,0,0,0,0
1359,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,0,4,0.99174,25.72535,0,0,0,0,1982.025749,0,1,0,1,1,1,0.05512,1,1,0,0,0,0,0,0,0,1961.350296,0,0,0,0,0,0,0,0,0.166667,0.230769,0.076923,0.076923,0.1,0,0,0,0,0,0,0,0
12,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,21,15,4684,0.024618,9150.756647,0,0,0,0,9179.656246,56,56,0.229787,13.8125,1,0.004237,0.001309,0.090909,15.076923,0,0,0,0,0,0,0,25.358927,0,0.000213,0,0,0.000213,0.005336,0.005763,0,0.086207,0.44,0.2,0.008,0.028571,0,0,0,0,0,0,0,1
6853,?,?,?,0,0,4,0,1,0,1,0,0,0,0,0,0,0,255,1,0,4,0.997731,7.212766,0,0,0,0,4459.7187,0,1,0,1,1,1,0.056743,1,1,0,0,0,0,0,0,0,4439.984255,0,0,0,0,0,0,0,0,0.25,0.333333,0.111111,0.111111,0.111111,0,0,0,0,0,0,0,0
429564,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2,18,9,1.015766,-0.077573,0,0,0,0,1247.375408,10,2,0.773585,0.08,0.242991,0.009346,0.081058,0.041667,18.0625,0,0,0,0,0,0.105263,0.052632,1265.719732,0,0,0,0,0,0,0,0,0.2,0.6,0.2,0.2,0.25,0,0,0,0,0,0,0,0
4,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1578,5,0,7,0.998565,0.000188,0,0,0,0,14889.47658,0,1,0,1,1,1,0.110381,1,1,0,0,0,0,0,0,0,14844.95821,0,0,0,0,0,0,0,0,0.054054,0.315789,0.131579,0.052632,0.05,0,0,0,0,0,0,0,0
13067,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,23,7,0,1.008195,-0.048383,0,0,0,0,1709.46088,10,1,0.931818,0.022222,0.177778,0.022222,0.084611,0.055556,7.125,0,0,0,0,0,0,0,1718.519688,0,0,0,0,0,0,0,0,0.11,0.609091,0.309091,0.009091,0.029412,0,0,0,0,0,0,0,0
12810,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,2,1,1,0.99951,7.101031,0,0,0,0,3213.213542,3,1,1,0.2,0.4,0.2,0.120878,0.2,1.5,0,0,0,0,0,0,0,3213.213542,0,0,0,0,0,0,0,0,0.166667,0.25,0.05,0.05,0.071429,0,0,0,0,0,0,0,0
417325,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,11,0.531646,20.849581,0,0,0,0,31.209052,10,1,1,0.263158,0.434783,0.043478,0.095238,0.0625,5.166667,0,0,0,0,0,0,0,11.142356,0,0,0,0,0,0,0,0,0.266667,0.446429,0.017857,0.035714,0.038462,0,0,0,0,0,0,0,0
1534,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,1,1,0.999678,-0.015529,0,0,0,0,1601.074928,11,1,0.916667,0.166667,0.230769,0.076923,0.091261,0.1,1.5,0,0,0,0,0,0,0,1601.074928,0,0,0,0,0,0,0,0,0.540541,0.5,0.017857,0.017857,0.041667,0,0,0,0,0,0,0,0
8789,?,?,?,0,0,1,0,1,0,1,0,0,0,0,0,0,0,389,1,0,1,0.998945,6.811246,0,0,0,0,2693.731375,0,1,0,1,1,1,0.108294,1,1,0,0,0,0,0,0,0,2693.731375,0,0,0,0,0,0,0,0,0.166667,0.230769,0.076923,0.076923,0.090909,0,0,0,0,0,0,0,0
10,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,1,16,16,1,0,0,1,0,0,7360.42878,7,2,0.688073,0.290698,0.463636,0.1,0.009091,0.035714,16.1,0,0,0,0,0,0,0,7360.42878,0,0,0,0,0,0,0,0,0.222222,0.3,0.1,0.1,0.111111,0,0,0,0,0,0,0,0
450,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,2,1,0,1.0022,-0.013721,0,0,0,0,1701.619176,8,1,1,0.222222,0.3,0.1,0.095774,0.111111,1.5,0,0,0,0,0,0,0,1701.619176,0,0,0,0,0,0,0,0,0.2,0.363636,0.090909,0.090909,0.111111,0,0,0,0,0,0,0,0
1,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,2,23,2,1.02415,13.530942,0,1,0,0,2694.625889,13,2,0.763514,0.145038,0.281879,0.006711,0.049983,0.030303,23.045455,0,0,0,0,0,0,0,2713.092342,0,0,0,0,0,0,0,0,0.133333,0.25,0.0625,0.0625,0.076923,0,0,0,0,0,0,0,1
221148,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,3,0,15,0.971346,62.444652,0,1,0,0,1465.048037,0,1,0,1,1,1,0.051707,1,1,0,0,0,0,0,0,0,1391.282104,0,0,0,0,0,0,0,0,0.166667,0.3,0.05,0.05,0.071429,0,0,0,0,0,0,0,0
2,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527,2,3,0,1.00104,-0.001918,0,0,0,0,13313.69079,9,1,0.875,0.130435,0.24,0.04,0.070538,0.076923,3.25,0,0,0,0,0,0,0,13323.06299,0,0,0,0,0,0,0,0,0.076923,0.230769,0.076923,0.076923,0.111111,0,0,0,0,0,0,0,0
26,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,1,1,1,0.000072,0,0,0,0,2472.887781,1,1,1,0.333333,1,0.666667,0.333333,0.333333,1.5,0,0,0,0,0,0,0,2472.887781,0,0,0,0,0,0,0,0,0.25,0.333333,0.111111,0.111111,0.125,0,0,0,0,0,0,0,0
124417,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,18,0.808362,64.496022,0,0,0,0,366.40262,0,1,0,1,1,1,0.077586,1,1,0,0,0,0,0,0,0,293.263526,0,0,0,0,0,0,0,0,1,0.727273,0.090909,0.090909,0.1,0,0,0,0,0,0,0,0
229,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321,7,2,0,1.000342,-0.004123,0,1,0,0,5587.942753,2,1,1.2,0.166667,1,0.166667,0.268122,0.2,2.333333,0,0,0,0,0,0,0,5592.098698,0,0,0,0,0,0,0,0,0.068182,0.217391,0.021739,0.021739,0.047619,0,0,0,0,0,0,0,0
164,?,?,?,0,0,189,0,1,0,1,0,0,0,0,0,0,0,1195,4,0,189,0.967262,285.496507,0,0,0,0,7478.318196,0,1,0,1,1,1,0.080959,1,1,0,0,0,0,0,0,0,6637.738391,0,0,0,0,0,0,0,0,0.166667,0.264706,0.029412,0.029412,0.055556,0,0,0,0,0,0,0,0
0,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,2,0,0,1,0,0,0,0,0,5418.149563,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,5418.149563,0,0,0,0,0,0,0,0,0.111111,0.210526,0.052632,0.052632,0.1,0,0,0,0,0,0,0,0
7,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,15,11,1.007887,23.698639,0,1,0,0,1064.281621,9,2,0.86747,0.075949,0.25,0.011905,0.084432,0.04,15.071429,0,0,0,0,0,0,0,1060.538687,0,0,0,0,0,0,0,0,0.027778,0.25,0.083333,0.027778,0.055556,0,0,0,0,0,0,0,0
1,?,?,?,0,0,116,0,2,0,3,0,0,0,0,0,0,0,49,6,0,28,0.956426,94.405893,0,0,0,0,1597.84049,0,1,0,1,1,1,0.09341,1,1,0,0,0,0,0,0,0,1452.969978,0,0,0,0,0,0,0,0,0.086957,0.285714,0.102041,0.020408,0.05,0,0,0,0,0,0,0,0
1,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0.997615,0,0,1,0,0,597.405868,0,1,0,1,1,1,0.094024,1,1,0,0,0,0,0,0,0,597.405868,0,0,0,0,0,0,0,0,0.2,0.272727,0.090909,0.090909,0.090909,0,0,0,0,0,0,0,0
942,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,1,0,0,1.000132,0,0,0,0,0,3540.521202,0,1,0,1,1,1,0.087071,1,1,0,0,0,0,0,0,0,3540.521202,0,0,0,0,0,0,0,0,0.166667,0.230769,0.076923,0.076923,0.076923,0,0,0,0,0,0,0,0
121917,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,1,2,0.988743,9.994331,0,0,0,0,423.258332,5,1,1,0.333333,0.428571,0.142857,0.039848,0.142857,1.5,0,0,0,0,0,0,0,417.554549,0,0,0,0,0,0,0,0,0.088889,0.229167,0.041667,0.020833,0.045455,0,0,0,0,0,0,0,0
4,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,2,1,1.001069,6.070713,0,0,0,0,1613.876231,8,2,0.916667,0.166667,0.307692,0.076923,0.048416,0.125,2.333333,0,0,0,0,0,0,0,1616.00219,0,0,0,0,0,0,0,0,0.065089,0.217877,0.005587,0.011173,0.032258,0,0,0,0,0,0,0,0
79,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,30,0,23,0.996765,106.831668,0,0,0,0,16811.87607,0,1,0,1,1,1,0.078396,1,1,0,0,0,0,0,0,0,16702.576,0,0,0,0,0,0,0,0,0.049645,0.530612,0.285714,0.006803,0.03125,0,0,0,0,0,0,0,0
1,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1.000874,0,0,0,0,0,1764.603421,0,1,0,1,1,1,0.115746,1,1,0,0,0,0,0,0,0,1764.603421,0,0,0,0,0,0,0,0,0.222222,0.3,0.1,0.1,0.1,0,0,0,0,0,0,0,0
51756,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,1,0,0,0,0,0,431.14884,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,431.14884,0,0,0,0,0,0,0,0,0.133333,0.25,0.0625,0.0625,0.090909,0,0,0,0,0,0,0,0
879,?,?,?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,3,3,0,1.010147,-0.037846,0,0,0,0,1913.464442,15,1,0.8125,0.030303,0.212121,0.030303,0.099921,0.0625,3.25,0,0,0,0,0,0,0,1914.563054,0,0,0,0,0,0,0,0,0.2,0.304348,0.043478,0.043478,0.076923,0,0,0,0,0,0,0,0
45713,?,?,?,0,0,94,0,1,0,1,0,0,0,0,0,0,0,98,23,0,94,0.8576,344.247421,0,0,0,0,1913.240359,0,1,0,1,1,1,0.084458,1,1,0,0,0,0,0,0,0,1468.090306,0,0,0,0,0,0,0,0,0.098214,0.647541,0.377049,0.008197,0.029412,0,0,0,0,0,0,0,0
92395,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,19,12,1.037326,0.010477,0,0,0,0,529.157257,10,2,0.882353,0.044776,0.478261,0.15942,0.219247,0.032258,19.055556,0,0,0,0,0,0,0,565.726139,0,0,0,0,0,0,0,0,0.016129,0.177419,0.016129,0.016129,0.045455,0,0,0,0,0,0,0,0
0,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,1,0,1.001667,0.000128,0,0,0,0,1160.33339,3,1,1,0.2,0.4,0.2,0.062812,0.2,1.5,0,0,0,0,0,0,0,1160.33339,0,0,0,0,0,0,0,0,0.032787,0.16129,0.016129,0.016129,0.041667,0,0,0,0,0,0,0,0
112194,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1.000881,0,0,0,0,0,1250.091264,0,1,0,1,1,1,0.07882,1,1,0,0,0,0,0,0,0,1250.091264,0,0,0,0,0,0,0,0,0.181818,0.25,0.083333,0.083333,0.111111,0,0,0,0,0,0,0,1
1062,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,2,1,1.001919,-0.039263,0,0,0,0,1183.694766,5,1,1,0.181818,0.333333,0.083333,0.130651,0.1,2.333333,0,0,0,0,0,0,0,1184.387913,0,0,0,0,0,0,0,0,0.166667,0.230769,0.076923,0.076923,0.076923,0,0,0,0,0,0,0,0
26,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,18,268,0,1.269747,-0.557149,0,0,1,0,2709.575284,14,3,0.524629,0.076579,0.266904,0.037367,0.069718,0.018182,268.005952,0,0.003717,0,0,0,0.011152,0.01487,3187.655898,0,0,0,0,0,0,0,0,0.035088,0.188034,0.008547,0.008547,0.041667,0,0,0,0,0,0,0,0
0,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,1,1,1,1,8.157719,0,0,0,0,9139.477555,3,1,1,0.5,0.6,0.2,0.2,0.2,1.5,0,0,0,0,0,0,0,9139.477555,0,0,0,0,0,0,0,0,0.2,0.272727,0.090909,0.090909,0.1,0,0,0,0,0,0,0,0
1572,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2689,3,0,35,0.994723,60.264262,0,0,0,0,13699.28048,0,1,0,1,1,1,0.071423,1,1,0,0,0,0,0,0,0,13493.72563,0,0,0,0,0,0,0,0,0.1,0.238095,0.047619,0.047619,0.066667,0,0,0,0,0,0,0,0
50,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,18,0,1.032548,-0.105004,0,1,0,0,1757.529806,10,2,0.828283,0.052083,0.23,0.01,0.050435,0.038462,18.052632,0,0,0,0,0,0,0,1806.217305,0,0,0,0,0,0,0,0,0.1,0.190476,0.047619,0.047619,0.076923,0,0,0,0,0,0,0,0
39034,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,7,0,1.226994,-0.27984,0,0,0,0,100.086906,13,2,0.878788,0.096774,0.19403,0.014925,0.0725,0.045455,7.125,0,0,0,0,0,0,0,113.576811,0,0,0,0,0,0,0,0,0.090909,0.272727,0.090909,0.090909,0.125,0,0,0,0,0,0,0,0
1,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1,0,0,1.000181,0,0,1,0,0,2916.638524,0,1,0,1,1,1,0.050608,1,1,0,0,0,0,0,0,0,2916.638524,0,0,0,0,0,0,0,0,0.333333,0.428571,0.142857,0.142857,0.142857,0,0,0,0,0,0,0,0
3,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2,1,1,1,0.000231,0,0,0,0,6293.292355,7,1,1,0.111111,0.222222,0.111111,0.111111,0.125,1.5,0,0,0,0,0,0,0,6293.292355,0,0,0,0,0,0,0,0,0.2,0.294118,0.058824,0.058824,0.083333,0,0,0,0,0,0,0,0
6,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3005,2,46,16,1.003441,44.658765,0,0,0,0,21028.43155,11,2,0.716418,0.015038,0.185874,0.003717,0.054726,0.035714,46.025,0.042553,0,0,0,0,0,0.042553,21080.36349,0,0,0,0,0,0,0,0,0.181818,0.333333,0.083333,0.083333,0.1,0,0,0,0,0,0,0,1
43870,?,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,27,6,1,1.005945,-0.024703,0,0,0,0,3088.106178,10,2,0.942308,0.125,0.226415,0.018868,0.109562,0.04,6.142857,0,0,0,0,0,0,0,3099.142006,0,0,0,0,0,0,0,0,0.094017,0.511811,0.220472,0.007874,0.030303,0,0,0,0,0,0,0,0
816,?,?,?,0,0,18,0,1,0,1,0,0,0,0,0,0,0,511,1,0,18,0.995028,80.567623,0,0,0,0,8524.651253,0,1,0,1,1,1,0.083432,1,1,0,0,0,0,0,0,0,8404.979602,0,0.052632,0,0,0,0,0.052632,0,0.25,0.333333,0.111111,0.111111,0.111111,0,0,0,0,0,0,0,0
